"postcode","location"
"CH46 5NE","53.392241,-3.128435"
"CH46 5NF","53.391869,-3.125524"
"CH46 5NG","53.39295,-3.124724"
"CH46 5NH","53.388735,-3.124613"
"CH46 5NJ","53.390254,-3.127555"
"CH46 5NL","53.392449,-3.125448"
"CH46 5NN","53.393539,-3.126108"
"CH46 5NP","53.388858,-3.123007"
"CH46 5NQ","53.393717,-3.124459"
"CH46 5NR","53.39369,-3.128263"
"CH46 5NS","53.393013,-3.127628"
"CH46 5NT","53.39234,-3.126452"
"CH46 5NU","53.392864,-3.128105"
"CH46 5NW","53.396465,-3.131389"
"CH46 5NX","53.396444,-3.131757"
"CH46 5NY","53.397045,-3.131856"
"CH46 5NZ","53.389551,-3.123101"
"CH46 6AA","53.400577,-3.111956"
"CH46 6AD","53.401202,-3.113195"
"CH46 6AF","53.400151,-3.114942"
"CH46 6AG","53.401098,-3.115719"
"CH46 6AH","53.399739,-3.115834"
"CH46 6AJ","53.400672,-3.115091"
"CH46 6AL","53.402167,-3.114769"
"CH46 6AN","53.399065,-3.122569"
"CH46 6AP","53.402351,-3.115451"
"CH46 6AQ","53.401825,-3.115858"
"CH46 6AR","53.402633,-3.11591"
"CH46 6AS","53.401728,-3.118518"
"CH46 6AT","53.398482,-3.124374"
"CH46 6AU","53.400103,-3.125921"
"CH46 6AW","53.400194,-3.121005"
"CH46 6AX","53.401935,-3.127052"
"CH46 6AY","53.403791,-3.127597"
"CH46 6AZ","53.398435,-3.123575"
"CH46 6BA","53.400108,-3.125349"
"CH46 6BB","53.402066,-3.126544"
"CH46 6BD","53.402657,-3.117821"
"CH46 6BE","53.399652,-3.124149"
"CH46 6BG","53.402054,-3.124889"
"CH46 6BH","53.399943,-3.124743"
"CH46 6BJ","53.402247,-3.125466"
"CH46 6BL","53.402697,-3.12635"
"CH46 6BN","53.400265,-3.123985"
"CH46 6BP","53.403326,-3.128367"
"CH46 6BQ","53.401797,-3.124536"
"CH46 6BR","53.403074,-3.125457"
"CH46 6BS","53.401344,-3.117245"
"CH46 6BT","53.400002,-3.119687"
"CH46 6BU","53.4014,-3.118043"
"CH46 6BW","53.402013,-3.123519"
"CH46 6BX","53.399985,-3.120277"
"CH46 6BY","53.3988,-3.122036"
"CH46 6BZ","53.400684,-3.116731"
"CH46 6DA","53.400304,-3.117022"
"CH46 6DB","53.400895,-3.11624"
"CH46 6DD","53.400486,-3.115838"
"CH46 6DE","53.399327,-3.11662"
"CH46 6DF","53.398083,-3.120889"
"CH46 6DG","53.396894,-3.124061"
"CH46 6DH","53.400086,-3.118144"
"CH46 6DJ","53.400191,-3.117545"
"CH46 6DL","53.400691,-3.119754"
"CH46 6DN","53.399768,-3.118512"
"CH46 6DP","53.397905,-3.122584"
"CH46 6DQ","53.396026,-3.125512"
"CH46 6DR","53.395279,-3.125553"
"CH46 6DS","53.395245,-3.126364"
"CH46 6DT","53.401417,-3.13331"
"CH46 6DU","53.397694,-3.125872"
"CH46 6DW","53.39932,-3.119372"
"CH46 6DX","53.397301,-3.125651"
"CH46 6DY","53.398371,-3.126582"
"CH46 6DZ","53.395799,-3.122829"
"CH46 6EA","53.395147,-3.123414"
"CH46 6EB","53.394864,-3.12291"
"CH46 6ED","53.395408,-3.124263"
"CH46 6EE","53.395832,-3.125101"
"CH46 6EF","53.401128,-3.133665"
"CH46 6EG","53.397127,-3.127857"
"CH46 6EH","53.397145,-3.12888"
"CH46 6EJ","53.396815,-3.129548"
"CH46 6EL","53.396788,-3.13051"
"CH46 6EN","53.397558,-3.129884"
"CH46 6EP","53.399966,-3.129976"
"CH46 6EQ","53.396289,-3.129038"
"CH46 6ER","53.398769,-3.129194"
"CH46 6ES","53.398289,-3.130475"
"CH46 6ET","53.400368,-3.128529"
"CH46 6EU","53.398393,-3.129906"
"CH46 6EW","53.398186,-3.128983"
"CH46 6EX","53.399046,-3.127457"
"CH46 6EY","53.397745,-3.130069"
"CH46 6EZ","53.394727,-3.126967"
"CH46 6FA","53.402785,-3.134129"
"CH46 6FB","53.403745,-3.134424"
"CH46 6FD","53.403693,-3.133175"
"CH46 6FE","53.402975,-3.133983"
"CH46 6FF","53.402913,-3.133076"
"CH46 6FG","53.401585,-3.132743"
"CH46 6FL","53.402358,-3.12792"
"CH46 6FN","53.402692,-3.136353"
"CH46 6FP","53.40241,-3.135743"
"CH46 6FR","53.403942,-3.136326"
"CH46 6HA","53.395554,-3.126958"
"CH46 6HB","53.395313,-3.128682"
"CH46 6HD","53.39447,-3.129569"
"CH46 6HE","53.394607,-3.128212"
"CH46 6HF","53.395535,-3.12986"
"CH46 6HG","53.40104,-3.128592"
"CH46 6HH","53.40119,-3.128897"
"CH46 6HL","53.397873,-3.127877"
"CH46 6HN","53.397816,-3.127304"
"CH46 6HP","53.400434,-3.129915"
"CH46 6HQ","53.401266,-3.130373"
"CH46 6HR","53.402683,-3.127824"
"CH46 6HT","53.399894,-3.131826"
"CH46 6HU","53.400233,-3.132091"
"CH46 6HW","53.397536,-3.124544"
"CH46 6HX","53.400032,-3.132461"
"CH46 6HZ","53.404143,-3.133097"
"CH46 6JA","53.398951,-3.130778"
"CH46 6JB","53.399574,-3.130524"
"CH46 6JD","53.399193,-3.131655"
"CH46 6JE","53.398872,-3.132566"
"CH46 6JG","53.401645,-3.134911"
"CH46 6JH","53.402677,-3.132321"
"CH46 6JJ","53.402326,-3.132342"
"CH46 6JP","53.400576,-3.133935"
"CH46 6JQ","53.402323,-3.131695"
"CH46 6JR","53.401084,-3.134354"
"CH46 6JT","53.400491,-3.133376"
"CH46 7AA","53.402686,-3.113141"
"CH46 7SA","53.405149,-3.121767"
"CH46 7SB","53.404589,-3.122098"
"CH46 7SD","53.404882,-3.122557"
"CH46 7SE","53.404368,-3.124514"
"CH46 7SF","53.404526,-3.126789"
"CH46 7SG","53.40366,-3.129113"
"CH46 7SH","53.405655,-3.12354"
"CH46 7SJ","53.404059,-3.126807"
"CH46 7SL","53.404149,-3.124869"
"CH46 7SN","53.401789,-3.131049"
"CH46 7SP","53.405322,-3.127292"
"CH46 7SQ","53.404533,-3.12324"
"CH46 7SR","53.405507,-3.124845"
"CH46 7SS","53.406076,-3.126454"
"CH46 7ST","53.405781,-3.128191"
"CH46 7SU","53.405267,-3.129306"
"CH46 7SW","53.404341,-3.128334"
"CH46 7SX","53.404557,-3.130205"
"CH46 7SY","53.404013,-3.130747"
"CH46 7SZ","53.405315,-3.130812"
"CH46 7TA","53.403191,-3.122588"
"CH46 7TB","53.403632,-3.123169"
"CH46 7TD","53.403159,-3.127836"
"CH46 7TE","53.40069,-3.112339"
"CH46 7TF","53.403738,-3.124347"
"CH46 7TG","53.402744,-3.112572"
"CH46 7TH","53.40198,-3.111696"
"CH46 7TJ","53.402356,-3.111059"
"CH46 7TN","53.402117,-3.113444"
"CH46 7TP","53.40282,-3.113192"
"CH46 7TQ","53.405134,-3.113794"
"CH46 7TR","53.401231,-3.113978"
"CH46 7TS","53.40291,-3.115165"
"CH46 7TT","53.40362,-3.115108"
"CH46 7TU","53.405052,-3.114875"
"CH46 7TX","53.405977,-3.115922"
"CH46 7TY","53.406355,-3.11885"
"CH46 7TZ","53.405005,-3.114136"
"CH46 7UA","53.406698,-3.118633"
"CH46 7UB","53.404147,-3.116596"
"CH46 7UD","53.404911,-3.116496"
"CH46 7UE","53.405459,-3.119398"
"CH46 7UF","53.404968,-3.118031"
"CH46 7UG","53.40393,-3.118546"
"CH46 7UH","53.404426,-3.117639"
"CH46 7UJ","53.405334,-3.12126"
"CH46 7UL","53.406184,-3.120711"
"CH46 7UN","53.404767,-3.119365"
"CH46 7UP","53.406857,-3.115057"
"CH46 7UQ","53.403181,-3.118992"
"CH46 7UR","53.405265,-3.114369"
"CH46 7UT","53.4051,-3.115538"
"CH46 7UU","53.404125,-3.114941"
"CH46 7UW","53.405522,-3.117429"
"CH46 7UX","53.406172,-3.124832"
"CH46 7UY","53.405067,-3.126264"
"CH46 7UZ","53.405219,-3.125441"
"CH46 7XA","53.400488,-3.112558"
"CH46 8SA","53.403218,-3.112044"
"CH46 8SB","53.405334,-3.112611"
"CH46 8SD","53.406726,-3.113775"
"CH46 8SE","53.408483,-3.112287"
"CH46 8SF","53.406929,-3.113089"
"CH46 8SG","53.406509,-3.111874"
"CH46 8SH","53.405674,-3.108844"
"CH46 8SJ","53.405299,-3.109586"
"CH46 8SL","53.404884,-3.104837"
"CH46 8SN","53.406335,-3.111298"
"CH46 8SP","53.403824,-3.105653"
"CH46 8SQ","53.407302,-3.107818"
"CH46 8SR","53.40482,-3.107919"
"CH46 8SS","53.405956,-3.10661"
"CH46 8ST","53.405739,-3.105717"
"CH46 8SU","53.406284,-3.1071"
"CH46 8SW","53.407035,-3.107525"
"CH46 8SX","53.40665,-3.108298"
"CH46 8SY","53.406627,-3.105905"
"CH46 8SZ","53.406493,-3.106789"
"CH46 8TA","53.405351,-3.104985"
"CH46 8TB","53.403945,-3.108272"
"CH46 8TD","53.4051,-3.111657"
"CH46 8TE","53.405899,-3.11076"
"CH46 8TF","53.405578,-3.111459"
"CH46 8TG","53.402719,-3.104721"
"CH46 8TH","53.401496,-3.110102"
"CH46 8TN","53.402238,-3.110048"
"CH46 8TP","53.401618,-3.11098"
"CH46 8TQ","53.401586,-3.107745"
"CH46 8TR","53.402904,-3.1091"
"CH46 8TS","53.402505,-3.108416"
"CH46 8TT","53.402907,-3.106771"
"CH46 8TU","53.403151,-3.105695"
"CH46 8TW","53.40218,-3.109505"
"CH46 8TX","53.404056,-3.104079"
"CH46 8TY","53.403531,-3.106321"
"CH46 8TZ","53.405788,-3.103431"
"CH46 8UA","53.406529,-3.102969"
"CH46 8UB","53.406307,-3.103625"
"CH46 8UD","53.405947,-3.100713"
"CH46 8UE","53.405161,-3.104062"
"CH46 8UF","53.406642,-3.105319"
"CH46 8UG","53.40515,-3.10334"
"CH46 8UH","53.406536,-3.100217"
"CH46 8UJ","53.406912,-3.10137"
"CH46 8UL","53.407303,-3.101049"
"CH46 8UN","53.407315,-3.103516"
"CH46 8UQ","53.406685,-3.104658"
"CH46 8UR","53.403597,-3.109918"
"CH46 8US","53.403824,-3.109608"
"CH46 8UT","53.404789,-3.11028"
"CH46 8UU","53.404354,-3.109697"
"CH46 8UW","53.407673,-3.103661"
"CH46 8UZ","53.404788,-3.112594"
"CH46 9AD","53.401855,-3.097116"
"CH46 9AE","53.40127,-3.097176"
"CH46 9AF","53.401346,-3.096696"
"CH46 9AL","53.397791,-3.097841"
"CH46 9PA","53.404497,-3.098209"
"CH46 9PB","53.404327,-3.099994"
"CH46 9PD","53.403563,-3.101312"
"CH46 9PE","53.4024,-3.100411"
"CH46 9PF","53.402231,-3.101113"
"CH46 9PH","53.404661,-3.099913"
"CH46 9PJ","53.405326,-3.098892"
"CH46 9PL","53.402274,-3.097474"
"CH46 9PP","53.402874,-3.098618"
"CH46 9PR","53.4026,-3.099077"
"CH46 9PS","53.400362,-3.099245"
"CH46 9PX","53.400854,-3.11102"
"CH46 9PY","53.402418,-3.104277"
"CH46 9PZ","53.401221,-3.107299"
"CH46 9QA","53.401,-3.110919"
"CH46 9QB","53.400811,-3.109772"
"CH46 9QD","53.400762,-3.107378"
"CH46 9QE","53.401382,-3.101588"
"CH46 9QF","53.401243,-3.102126"
"CH46 9QG","53.40072,-3.10318"
"CH46 9QH","53.401173,-3.105749"
"CH46 9QJ","53.401614,-3.10564"
"CH46 9QL","53.401537,-3.103306"
"CH46 9QN","53.400315,-3.103215"
"CH46 9QP","53.401048,-3.102707"
"CH46 9QQ","53.398355,-3.100336"
"CH46 9QR","53.400036,-3.105238"
"CH46 9QS","53.399851,-3.104812"
"CH46 9QT","53.399511,-3.103734"
"CH46 9QU","53.398724,-3.103219"
"CH46 9QW","53.397585,-3.100061"
"CH46 9QX","53.39845,-3.10276"
"CH46 9QY","53.39929,-3.102241"
"CH46 9QZ","53.396989,-3.101234"
"CH46 9RA","53.397022,-3.0997"
"CH46 9RB","53.397453,-3.098689"
"CH46 9RD","53.397582,-3.103294"
"CH46 9RE","53.398039,-3.101486"
"CH46 9RF","53.39748,-3.101652"
"CH46 9RG","53.398082,-3.098957"
"CH46 9RH","53.398779,-3.099219"
"CH46 9RJ","53.400238,-3.096986"
"CH46 9RL","53.399082,-3.095557"
"CH46 9RN","53.399803,-3.097321"
"CH46 9RP","53.398091,-3.097848"
"CH46 9RQ","53.397893,-3.099768"
"CH46 9RR","53.398703,-3.097668"
"CH46 9RS","53.398464,-3.097241"
"CH46 9RT","53.400731,-3.108791"
"CH46 9RU","53.401538,-3.099291"
"CH46 9RW","53.39919,-3.096538"
"CH46 9RX","53.400535,-3.101792"
"CH46 9RY","53.400606,-3.099928"
"CH46 9RZ","53.401147,-3.098784"
"CH46 9SA","53.40051,-3.097625"
"CH46 9SB","53.402988,-3.102818"
"CH46 9SD","53.401965,-3.101723"
"CH46 9SE","53.398082,-3.098957"
"CH46 9SF","53.401204,-3.101373"
"CH46 9SG","53.399035,-3.103648"
"CH46 9SH","53.403753,-3.09505"
"CH46 9SJ","53.403284,-3.096087"
"CH46 9SL","53.404396,-3.096356"
"CH46 9SN","53.403658,-3.096457"
"CH46 9SP","53.400069,-3.101299"
"CH46 9SQ","53.401307,-3.097706"
"CH47 0JY","53.397354,-3.162439"
"CH47 0LA","53.39783,-3.169687"
"CH47 0LB","53.398666,-3.16786"
"CH47 0LD","53.397511,-3.170296"
"CH47 0LE","53.399574,-3.165162"
"CH47 0LF","53.400511,-3.163082"
"CH47 0LG","53.398478,-3.16599"
"CH47 0LH","53.398263,-3.164961"
"CH47 0LJ","53.399493,-3.163295"
"CH47 0LL","53.397325,-3.1685"
"CH47 0LN","53.39797,-3.161855"
"CH47 0LQ","53.397651,-3.167048"
"CH47 0LR","53.399664,-3.158652"
"CH47 0LS","53.398449,-3.160695"
"CH47 0LT","53.397593,-3.163604"
"CH47 0LU","53.399884,-3.159154"
"CH47 0LW","53.397678,-3.162403"
"CH47 0LX","53.398687,-3.161122"
"CH47 0LY","53.399222,-3.157888"
"CH47 0LZ","53.39946,-3.158331"
"CH47 0NA","53.397775,-3.164346"
"CH47 0NB","53.398433,-3.159551"
"CH47 0ND","53.400612,-3.160994"
"CH47 0NE","53.400938,-3.160747"
"CH47 0NF","53.400382,-3.157814"
"CH47 0NG","53.399765,-3.160309"
"CH47 0NH","53.400451,-3.161877"
"CH47 0NJ","53.399179,-3.162339"
"CH47 0NL","53.39918,-3.161286"
"CH47 0NN","53.399512,-3.160378"
"CH47 0NQ","53.400186,-3.160396"
"CH47 0NU","53.390158,-3.179391"
"CH47 0NX","53.398827,-3.157005"
"CH47 0NY","53.399359,-3.156689"
"CH47 1AB","53.392066,-3.183649"
"CH47 1HA","53.391995,-3.185316"
"CH47 1HB","53.391852,-3.186185"
"CH47 1HD","53.391622,-3.186845"
"CH47 1HE","53.391122,-3.181864"
"CH47 1HF","53.393135,-3.184729"
"CH47 1HG","53.390542,-3.182284"
"CH47 1HH","53.389938,-3.189815"
"CH47 1HJ","53.390437,-3.187484"
"CH47 1HL","53.39025,-3.185433"
"CH47 1HN","53.386718,-3.195394"
"CH47 1HP","53.389723,-3.188742"
"CH47 1HQ","53.39218,-3.184765"
"CH47 1HR","53.388987,-3.192225"
"CH47 1HS","53.389577,-3.19167"
"CH47 1HT","53.389902,-3.190657"
"CH47 1HU","53.390842,-3.189224"
"CH47 1HW","53.391044,-3.18517"
"CH47 1HX","53.391039,-3.188327"
"CH47 1HY","53.388197,-3.192985"
"CH47 1HZ","53.386884,-3.196677"
"CH47 1JA","53.390379,-3.183093"
"CH47 1JE","53.392716,-3.18616"
"CH47 1JF","53.390499,-3.18932"
"CH47 1JL","53.388644,-3.193298"
"CH47 2AA","53.390158,-3.179391"
"CH47 2AB","53.39073,-3.178695"
"CH47 2AD","53.391516,-3.179228"
"CH47 2AE","53.391255,-3.178515"
"CH47 2AF","53.391946,-3.177555"
"CH47 2AG","53.391987,-3.181419"
"CH47 2AH","53.39182,-3.180304"
"CH47 2AJ","53.392996,-3.182368"
"CH47 2AL","53.395616,-3.181988"
"CH47 2AN","53.391858,-3.182876"
"CH47 2AP","53.390848,-3.180533"
"CH47 2AQ","53.393155,-3.183514"
"CH47 2AR","53.392822,-3.18355"
"CH47 2AS","53.393931,-3.183159"
"CH47 2AT","53.39303,-3.178819"
"CH47 2AU","53.394558,-3.181598"
"CH47 2AW","53.393287,-3.180104"
"CH47 2AX","53.393276,-3.17851"
"CH47 2AY","53.392317,-3.179928"
"CH47 2AZ","53.3933,-3.181593"
"CH47 2BA","53.394682,-3.180986"
"CH47 2BB","53.393788,-3.183998"
"CH47 2BD","53.39369,-3.181213"
"CH47 2BE","53.393432,-3.178153"
"CH47 2BF","53.392154,-3.178388"
"CH47 2BG","53.393195,-3.176673"
"CH47 2BH","53.394231,-3.175425"
"CH47 2BJ","53.390675,-3.177956"
"CH47 2BL","53.395016,-3.175264"
"CH47 2BN","53.394732,-3.175813"
"CH47 2BP","53.393922,-3.175881"
"CH47 2BQ","53.39385,-3.175969"
"CH47 2BR","53.395438,-3.175366"
"CH47 2BS","53.396472,-3.178914"
"CH47 2BT","53.395098,-3.176048"
"CH47 2BU","53.39613,-3.180799"
"CH47 2BW","53.394673,-3.176337"
"CH47 2BX","53.395957,-3.180133"
"CH47 2BY","53.395665,-3.177869"
"CH47 2BZ","53.396258,-3.179675"
"CH47 2DA","53.395702,-3.180547"
"CH47 2DB","53.395574,-3.180694"
"CH47 2DD","53.39541,-3.17911"
"CH47 2DE","53.395752,-3.179074"
"CH47 2DF","53.395654,-3.179839"
"CH47 2DG","53.394971,-3.180767"
"CH47 2DH","53.391292,-3.178364"
"CH47 2DJ","53.395481,-3.178255"
"CH47 2DL","53.394929,-3.179533"
"CH47 2DN","53.393557,-3.178277"
"CH47 2DP","53.394616,-3.177569"
"CH47 2DQ","53.395324,-3.181363"
"CH47 2DR","53.394275,-3.177484"
"CH47 2DS","53.394767,-3.177769"
"CH47 2DT","53.395334,-3.177679"
"CH47 2DU","53.393941,-3.176708"
"CH47 2DW","53.39397,-3.178363"
"CH47 2DX","53.393936,-3.176317"
"CH47 2DY","53.394138,-3.176924"
"CH47 2DZ","53.394151,-3.177286"
"CH47 2EA","53.394104,-3.176547"
"CH47 2EB","53.391364,-3.180968"
"CH47 2EE","53.39044,-3.17992"
"CH47 2EH","53.392978,-3.177823"
"CH47 2HA","53.395638,-3.17871"
"CH47 2HD","53.394555,-3.179161"
"CH47 3AA","53.398208,-3.172449"
"CH47 3AB","53.399212,-3.17368"
"CH47 3AD","53.399142,-3.172565"
"CH47 3AE","53.398729,-3.174314"
"CH47 3AF","53.398177,-3.173007"
"CH47 3AG","53.397739,-3.174422"
"CH47 3AH","53.399637,-3.174339"
"CH47 3AJ","53.397426,-3.17885"
"CH47 3AL","53.398287,-3.177234"
"CH47 3AN","53.397792,-3.177281"
"CH47 3AP","53.396649,-3.178272"
"CH47 3AQ","53.39821,-3.174014"
"CH47 3AR","53.397415,-3.176293"
"CH47 3AS","53.397011,-3.176191"
"CH47 3AT","53.396826,-3.175901"
"CH47 3AU","53.39655,-3.175607"
"CH47 3AW","53.397727,-3.176572"
"CH47 3AX","53.396632,-3.174542"
"CH47 3AY","53.396529,-3.173921"
"CH47 3AZ","53.396943,-3.174009"
"CH47 3BA","53.395881,-3.175047"
"CH47 3BB","53.392922,-3.176274"
"CH47 3BD","53.394201,-3.175087"
"CH47 3BE","53.394791,-3.174401"
"CH47 3BF","53.395066,-3.170799"
"CH47 3BG","53.398141,-3.171124"
"CH47 3BH","53.395522,-3.173188"
"CH47 3BJ","53.392905,-3.175234"
"CH47 3BN","53.396299,-3.172743"
"CH47 3BP","53.393199,-3.17544"
"CH47 3BR","53.391144,-3.177804"
"CH47 3BS","53.391918,-3.176773"
"CH47 3BT","53.392112,-3.177109"
"CH47 3BU","53.393558,-3.174547"
"CH47 3BW","53.396999,-3.171935"
"CH47 3BX","53.395678,-3.169282"
"CH47 3BY","53.396472,-3.169815"
"CH47 3BZ","53.396182,-3.170078"
"CH47 3DA","53.396655,-3.169202"
"CH47 3DB","53.397364,-3.169584"
"CH47 3DD","53.394672,-3.172803"
"CH47 3DE","53.396087,-3.170526"
"CH47 3DF","53.395869,-3.170806"
"CH47 3DG","53.395945,-3.171334"
"CH47 3DH","53.394605,-3.173344"
"CH47 3DJ","53.393903,-3.174166"
"CH47 3DL","53.393961,-3.173162"
"CH47 3DN","53.395697,-3.171839"
"CH47 3DP","53.394116,-3.172593"
"CH47 3DQ","53.395807,-3.171631"
"CH47 3DR","53.394187,-3.172938"
"CH47 3DS","53.39405,-3.171132"
"CH47 3DT","53.395229,-3.173736"
"CH47 3DU","53.393928,-3.174856"
"CH47 3DW","53.395462,-3.171998"
"CH47 3ED","53.39976,-3.172763"
"CH47 3EE","53.39358,-3.173254"
"CH47 3EP","53.39583,-3.17297"
"CH47 3WE","53.395831,-3.17297"
"CH47 4AA","53.389704,-3.179719"
"CH47 4AB","53.389259,-3.180353"
"CH47 4AD","53.38894,-3.181608"
"CH47 4AE","53.387413,-3.183264"
"CH47 4AF","53.385302,-3.183988"
"CH47 4AG","53.383654,-3.184303"
"CH47 4AH","53.38221,-3.186773"
"CH47 4AL","53.38736,-3.184962"
"CH47 4AN","53.386757,-3.185159"
"CH47 4AQ","53.389898,-3.181935"
"CH47 4AR","53.382788,-3.184503"
"CH47 4AS","53.382735,-3.183691"
"CH47 4AT","53.386334,-3.183325"
"CH47 4AU","53.388004,-3.181717"
"CH47 4AW","53.3825,-3.185747"
"CH47 4AX","53.390603,-3.17624"
"CH47 4AY","53.390076,-3.178077"
"CH47 4AZ","53.390511,-3.175531"
"CH47 4BA","53.389768,-3.177991"
"CH47 4BB","53.391631,-3.173938"
"CH47 4BD","53.389265,-3.171407"
"CH47 4BE","53.390492,-3.170944"
"CH47 4BG","53.390803,-3.175072"
"CH47 4BH","53.389337,-3.172341"
"CH47 4BP","53.389134,-3.175673"
"CH47 4BQ","53.388999,-3.174874"
"CH47 4DF","53.385321,-3.185732"
"CH47 4FB","53.391044,-3.17147"
"CH47 4FD","53.391129,-3.171821"
"CH47 4FE","53.39086,-3.172005"
"CH47 4FF","53.390988,-3.172687"
"CH47 5AA","53.395193,-3.174501"
"CH47 5AD","53.399932,-3.167157"
"CH47 5AE","53.396827,-3.173227"
"CH47 5AF","53.39921,-3.168356"
"CH47 5AG","53.400138,-3.165343"
"CH47 5AH","53.399631,-3.168503"
"CH47 5AJ","53.39999,-3.168708"
"CH47 5AL","53.400273,-3.166279"
"CH47 5AN","53.400736,-3.168518"
"CH47 5AP","53.400957,-3.165305"
"CH47 5AQ","53.398421,-3.170846"
"CH47 5AR","53.400391,-3.170704"
"CH47 5AS","53.401232,-3.169314"
"CH47 5AT","53.40148,-3.169666"
"CH47 5AU","53.400534,-3.171716"
"CH47 5AW","53.401103,-3.168678"
"CH47 5AX","53.400393,-3.172512"
"CH47 5AY","53.401773,-3.170096"
"CH47 5AZ","53.402543,-3.166702"
"CH47 5BA","53.40234,-3.166471"
"CH47 5BB","53.402541,-3.166101"
"CH47 5BD","53.401934,-3.168325"
"CH47 5BE","53.401798,-3.167554"
"CH47 5BF","53.399305,-3.168704"
"CH47 5BG","53.400411,-3.1669"
"CH47 5BH","53.396299,-3.174638"
"CH47 5BJ","53.395951,-3.174102"
"CH47 6AA","53.401411,-3.160159"
"CH47 6AB","53.40071,-3.157357"
"CH47 6AD","53.401124,-3.157383"
"CH47 6AE","53.402037,-3.159453"
"CH47 6AF","53.401661,-3.159473"
"CH47 6AG","53.401863,-3.164488"
"CH47 6AH","53.401621,-3.159894"
"CH47 6AJ","53.401163,-3.164887"
"CH47 6AL","53.401629,-3.165323"
"CH47 6AN","53.403858,-3.163685"
"CH47 6AP","53.400805,-3.156908"
"CH47 6AQ","53.402434,-3.164067"
"CH47 6AR","53.40135,-3.156261"
"CH47 6AS","53.402725,-3.161909"
"CH47 6AT","53.404237,-3.160717"
"CH47 6AU","53.403022,-3.160894"
"CH47 6AW","53.404663,-3.1613"
"CH47 6AX","53.404231,-3.159573"
"CH47 6AY","53.402403,-3.159885"
"CH47 6AZ","53.402746,-3.157953"
"CH47 6BA","53.402735,-3.162707"
"CH47 6BB","53.404116,-3.157494"
"CH47 6BD","53.40334,-3.158737"
"CH47 6BE","53.403551,-3.159239"
"CH47 6BG","53.40322,-3.158117"
"CH47 6BH","53.402087,-3.162764"
"CH47 6BL","53.402231,-3.159038"
"CH47 6BQ","53.401724,-3.163145"
"CH47 7AD","53.403568,-3.155539"
"CH47 7AH","53.403871,-3.155878"
"CH47 7AJ","53.405298,-3.154187"
"CH47 7AL","53.403499,-3.154319"
"CH47 7AP","53.405045,-3.155308"
"CH47 7AR","53.405488,-3.156012"
"CH47 7AS","53.405763,-3.156306"
"CH47 7AT","53.405465,-3.154658"
"CH47 7AU","53.407199,-3.15293"
"CH47 7AY","53.404792,-3.152639"
"CH47 7AZ","53.405405,-3.152505"
"CH47 7BA","53.406227,-3.153009"
"CH47 7BB","53.402557,-3.155121"
"CH47 7BD","53.403386,-3.15206"
"CH47 7BE","53.404329,-3.15031"
"CH47 7BG","53.402295,-3.154286"
"CH47 7BH","53.402875,-3.151038"
"CH47 7BJ","53.402629,-3.151317"
"CH47 7BL","53.402388,-3.152108"
"CH47 7BN","53.402102,-3.152912"
"CH47 7BP","53.40225,-3.152465"
"CH47 7BQ","53.402936,-3.152138"
"CH47 7BR","53.401804,-3.153987"
"CH47 7BS","53.401556,-3.155455"
"CH47 7BT","53.401023,-3.154748"
"CH47 7BU","53.403869,-3.152328"
"CH47 7BW","53.402035,-3.153332"
"CH47 7BX","53.404802,-3.153497"
"CH47 7BY","53.403049,-3.150697"
"CH47 7BZ","53.404273,-3.153302"
"CH47 7DA","53.403025,-3.155058"
"CH47 8AB","53.400032,-3.15326"
"CH47 8XA","53.399847,-3.155544"
"CH47 8XN","53.401004,-3.153981"
"CH47 8XP","53.400387,-3.15452"
"CH47 8XR","53.401639,-3.151501"
"CH47 8XS","53.402133,-3.143257"
"CH47 8XT","53.408012,-3.14868"
"CH47 8XW","53.402255,-3.150976"
"CH47 8XX","53.408066,-3.143184"
"CH47 8XY","53.400141,-3.153912"
"CH47 8XZ","53.400004,-3.153232"
"CH47 9RA","53.399266,-3.155212"
"CH47 9RB","53.396511,-3.147287"
"CH47 9RD","53.397329,-3.154708"
"CH47 9RE","53.394546,-3.142256"
"CH47 9RF","53.398081,-3.154127"
"CH47 9RG","53.398091,-3.15491"
"CH47 9RH","53.397532,-3.155075"
"CH47 9RJ","53.395837,-3.152518"
"CH47 9RL","53.394636,-3.154335"
"CH47 9RN","53.397412,-3.149823"
"CH47 9RP","53.39737,-3.148603"
"CH47 9RQ","53.398312,-3.155276"
"CH47 9RR","53.397216,-3.145922"
"CH47 9RS","53.39711,-3.147649"
"CH47 9RT","53.396754,-3.147263"
"CH47 9RU","53.395554,-3.150495"
"CH47 9RW","53.397837,-3.146766"
"CH47 9RX","53.394564,-3.148738"
"CH47 9RY","53.394813,-3.151828"
"CH47 9RZ","53.393842,-3.153727"
"CH47 9SA","53.394859,-3.152671"
"CH47 9SB","53.394025,-3.154273"
"CH47 9SD","53.394442,-3.151201"
"CH47 9SE","53.393357,-3.152781"
"CH47 9SF","53.393515,-3.153131"
"CH47 9SG","53.394394,-3.149576"
"CH47 9SH","53.396831,-3.151386"
"CH47 9SJ","53.396627,-3.152103"
"CH47 9SL","53.396728,-3.148962"
"CH47 9SQ","53.394457,-3.15054"
"CH48 0QA","53.372793,-3.185489"
"CH48 0QB","53.368275,-3.18329"
"CH48 0QE","53.37264,-3.187439"
"CH48 0QF","53.373057,-3.186895"
